,Name,Rating,Genre,Release date,Runtime,Director,Link
2731,Max,71.0,"Adventure, Drama",        06/26/2015 (US)      ,              1h 51m          ,Boaz Yakin,https://www.themoviedb.org/movie/84174
2732,Carnaval,51.0,Comedy,        06/02/2021 (BR)      ,              1h 34m          ,Leandro Neri,https://www.themoviedb.org/movie/272878
2733,Yakuza Princess,61.0,"Action, Thriller",        10/07/2021 (BR)      ,              1h 52m          ,Vicente Amorim,https://www.themoviedb.org/movie/818659
2734,Apocalypse Now,83.0,"Drama, War",        08/15/1979 (US)      ,              2h 27m          ,Francis Ford Coppola,https://www.themoviedb.org/movie/661595
2735,Ride Along 2,62.0,"Action, Comedy",        01/15/2016 (US)      ,              1h 42m          ,Tim Story,https://www.themoviedb.org/movie/28
2736,Planet of the Apes,76.0,"Science Fiction, Adventure, Drama, Action",        02/07/1968 (US)      ,              1h 52m          ,Franklin J. Schaffner,https://www.themoviedb.org/movie/323675
2737,Behind the Trees,56.0,"Horror, Thriller, Mystery",        11/21/2019 (US)      ,              1h 27m          ,Vikram Jayakumar,https://www.themoviedb.org/movie/871
2738,Deuce Bigalow: European Gigolo,51.0,Comedy,        08/12/2005 (US)      ,              1h 23m          ,Mike Bigelow,https://www.themoviedb.org/movie/649524
2739,The Butterfly Effect,75.0,"Science Fiction, Thriller",        04/23/2004 (IN)      ,              1h 53m          ,J. Mackye Gruber,https://www.themoviedb.org/movie/11453
2740,Last Days in the Desert,56.0,"Adventure, Drama, History",        05/13/2016 (US)      ,              1h 38m          ,Rodrigo García,https://www.themoviedb.org/movie/1954
2741,Diary of a Wimpy Kid,62.0,"Comedy, Family",        03/19/2010 (US)      ,              1h 32m          ,Thor Freudenthal,https://www.themoviedb.org/movie/310119
2742,Date Night,61.0,"Comedy, Action, Adventure",        04/08/2010 (US)      ,              1h 37m          ,Shawn Levy,https://www.themoviedb.org/movie/33217
2743,A Model Kidnapping,59.0,"Thriller, TV Movie",        10/25/2020 (ES)      ,              1h 25m          ,Damián Romay,https://www.themoviedb.org/movie/35056
2744,Superman Returns,57.0,"Science Fiction, Action, Adventure",        06/30/2006 (IN)      ,              2h 34m          ,Bryan Singer,https://www.themoviedb.org/movie/613860
2745,The Longest Ride,76.0,"Drama, Romance",        04/10/2015 (US)      ,              2h 8m          ,"George Tillman, Jr.",https://www.themoviedb.org/movie/1452
2746,New Initial D the Movie - Legend 3: Dream,75.0,"Action, Animation, Drama",        02/06/2016 (JP)      ,              1h 5m          ,Masamitsu Hidaka,https://www.themoviedb.org/movie/228205
2747,Blame!,64.0,"Action, Drama, Science Fiction, Animation",        05/20/2017 (ES)      ,              1h 46m          ,Hiroyuki Seshita,https://www.themoviedb.org/movie/372758
2748,American Made,68.0,"Action, Crime, Comedy",        09/29/2017 (IN)      ,              1h 55m          ,Doug Liman,https://www.themoviedb.org/movie/409421
2749,Euphoria,65.0,Drama,        02/01/2018 (RU)      ,              1h 44m          ,Lisa Langseth,https://www.themoviedb.org/movie/337170
2750,A Simple Favor,66.0,"Crime, Thriller, Mystery, Comedy",        09/14/2018 (US)      ,              1h 57m          ,Paul Feig,https://www.themoviedb.org/movie/407440
2751,Los viejos,40,Drama,        10/08/2011 (US)      ,              1h 20m          ,Martín Boulocq,https://www.themoviedb.org/movie/484247
2752,Idiocracy,63.0,"Adventure, Comedy, Science Fiction",        09/01/2006 (US)      ,              1h 24m          ,Mike Judge,https://www.themoviedb.org/movie/288905
2753,Hellboy,67.0,"Fantasy, Action",        05/14/2004 (IN)      ,              2h 2m          ,Guillermo del Toro,https://www.themoviedb.org/movie/7512
2754,Leprechaun Returns,60,"Horror, Fantasy, Comedy",        12/11/2018 (US)      ,              1h 33m          ,Steven Kostanski,https://www.themoviedb.org/movie/1487
2755,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",70,"Action, Animation, Adventure, Comedy",        03/01/2008 (JP)      ,              1h 35m          ,Atsuji Shimizu,https://www.themoviedb.org/movie/518158
2756,The Da Vinci Code,67.0,"Thriller, Mystery",        05/26/2006 (IN)      ,              2h 29m          ,Ron Howard,https://www.themoviedb.org/movie/44731
2757,Coming to America,68.0,"Comedy, Romance",        06/29/1988 (US)      ,              1h 57m          ,John Landis,https://www.themoviedb.org/movie/591
2758,The Babysitter,61.0,"Comedy, Horror",        10/13/2017 (US)      ,              1h 25m          ,McG,https://www.themoviedb.org/movie/9602
2759,The Cat Returns,72.0,"Adventure, Fantasy, Animation, Drama, Family",        07/19/2002 (JP)      ,              1h 15m          ,Hiroyuki Morita,https://www.themoviedb.org/movie/419479
2760,Ace,60,Comedy,        04/16/1981 (IT)      ,              1h 30m          ,Castellano,https://www.themoviedb.org/movie/15370
2761,The Book of Eli,68.0,"Action, Thriller, Science Fiction",        03/19/2010 (IN)      ,              1h 58m          ,Albert Hughes,https://www.themoviedb.org/movie/37765
2762,The Finest Hours,66.0,"Action, Drama, History, Thriller",        02/05/2016 (IN)      ,              1h 57m          ,Craig Gillespie,https://www.themoviedb.org/movie/20504
2763,xXx,59.0,"Action, Adventure, Thriller",        08/09/2002 (US)      ,              2h 4m          ,Rob Cohen,https://www.themoviedb.org/movie/300673
2764,The Hurricane Heist,57.0,"Action, Crime, Thriller",        03/09/2018 (US)      ,              1h 43m          ,Rob Cohen,https://www.themoviedb.org/movie/7451
2765,Teen Titans: The Judas Contract,75.0,"Science Fiction, Animation, Action",        04/04/2017 (US)      ,              1h 24m          ,Sam Liu,https://www.themoviedb.org/movie/430040
2766,The Green Knight,65.0,"Adventure, Drama, Fantasy",        08/27/2021 (IN)      ,              2h 10m          ,David Lowery,https://www.themoviedb.org/movie/408647
2767,Signs,66.0,"Drama, Thriller, Science Fiction, Mystery",        08/02/2002 (US)      ,              1h 46m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/559907
2768,X-Rated: The Greatest Adult Movies of All Time,59.0,Documentary,        02/06/2015 (US)      ,              1h 34m          ,Eli Cross,https://www.themoviedb.org/movie/2675
2769,Leal,69.0,"Action, Crime, Drama",        08/02/2018 (PY)      ,None,Rodrigo Salomón,https://www.themoviedb.org/movie/324558
2770,Naruto Special 1: Find the Crimson Four-leaf Clover!,20,,        05/24/2003 (JP)      ,              17m          ,Rodrigo Salomón,https://www.themoviedb.org/movie/540871
2771,Iron Mask,62.0,"Adventure, Fantasy",        09/19/2019 (RU)      ,              2h 1m          ,Oleg Stepchenko,https://www.themoviedb.org/movie/945827
2772,As the Gods Will,72.0,"Thriller, Horror, Comedy, Mystery",        11/15/2014 (JP)      ,              1h 57m          ,Takashi Miike,https://www.themoviedb.org/movie/428045
2773,Sex Weather,60,"Romance, Drama, Comedy",        10/01/2018 (US)      ,              1h 30m          ,Jon García,https://www.themoviedb.org/movie/241863
2774,Barb & Star Go to Vista Del Mar,58.0,Comedy,        03/29/2021 (ID)      ,              1h 47m          ,Josh Greenbaum,https://www.themoviedb.org/movie/551824
2775,100 Streets,62.0,Drama,        11/11/2016 (GB)      ,              1h 33m          ,Jim O'Hanlon,https://www.themoviedb.org/movie/595813
2776,The Peanuts Movie,68.0,"Adventure, Comedy, Animation, Family",        11/06/2015 (US)      ,              1h 28m          ,Steve Martino,https://www.themoviedb.org/movie/334532
2777,Antz,61.0,"Adventure, Animation, Comedy, Family",        10/02/1998 (US)      ,              1h 23m          ,Eric Darnell,https://www.themoviedb.org/movie/227973
2778,One Piece: Dead End Adventure,70,"Action, Animation, Adventure",        03/01/2003 (JP)      ,              1h 35m          ,Konosuke Uda,https://www.themoviedb.org/movie/8916
2779,Cleopatra,71.0,"Drama, History, Romance",        06/12/1963 (US)      ,              4h 8m          ,Joseph L. Mankiewicz,https://www.themoviedb.org/movie/44727
2780,The Princess Diaries 2: Royal Engagement,66.0,"Comedy, Drama, Family, Romance",        08/06/2004 (US)      ,              1h 53m          ,Garry Marshall,https://www.themoviedb.org/movie/8095
2781,Machete Kills,56.0,"Action, Crime, Thriller",        01/10/2014 (IN)      ,              1h 47m          ,Robert Rodriguez,https://www.themoviedb.org/movie/11130
2782,Vacancy,62.0,"Horror, Thriller",        04/20/2007 (US)      ,              1h 25m          ,Nimród Antal,https://www.themoviedb.org/movie/106747
2783,Batman: Bad Blood,73.0,"Science Fiction, Action, Animation",        08/04/2016 (DK)      ,              1h 12m          ,Jay Oliva,https://www.themoviedb.org/movie/10294
2784,30 Days of Night,64.0,"Horror, Thriller",        10/19/2007 (US)      ,              1h 53m          ,David Slade,https://www.themoviedb.org/movie/366924
2785,Emperor,61.0,"Drama, History, War",        03/08/2013 (US)      ,              1h 45m          ,Peter Webber,https://www.themoviedb.org/movie/4513
2786,S.W.A.T.: Under Siege,58.0,"Action, Crime, Thriller",        08/01/2017 (US)      ,              1h 29m          ,Tony Giglio,https://www.themoviedb.org/movie/127372
2787,Old Dogs,55.0,"Comedy, Family",        11/24/2009 (US)      ,              1h 28m          ,Walt Becker,https://www.themoviedb.org/movie/461053
2788,Beyond Jurassic Park,68.0,"Science Fiction, Adventure, Action, Thriller",        01/01/2001 (US)      ,              1h 58m          ,Laurent Bouzereau,https://www.themoviedb.org/movie/22949
2789,Dumbo,67.0,"Family, Fantasy, Adventure",        03/29/2019 (IN)      ,              1h 52m          ,Tim Burton,https://www.themoviedb.org/movie/516058
2790,Pandorum,65.0,"Action, Horror, Mystery, Science Fiction, Thriller",        10/01/2009 (DE)      ,              1h 48m          ,Christian Alvart,https://www.themoviedb.org/movie/329996
2791,Resident Evil: Apocalypse,64.0,"Horror, Action, Science Fiction",        11/26/2004 (IN)      ,              1h 34m          ,Alexander Witt,https://www.themoviedb.org/movie/19898
2792,Four Brothers,67.0,"Action, Crime",        08/11/2005 (US)      ,              1h 49m          ,John Singleton,https://www.themoviedb.org/movie/1577
2793,Live Free or Die Hard,66.0,"Action, Thriller",        06/27/2007 (US)      ,              2h 8m          ,Len Wiseman,https://www.themoviedb.org/movie/8292
2794,Pet Sematary,57.0,"Horror, Thriller",        04/05/2019 (US)      ,              1h 41m          ,Dennis Widmyer,https://www.themoviedb.org/movie/1571
2795,The Marine,60,Action,        10/13/2006 (US)      ,              1h 32m          ,John Bonito,https://www.themoviedb.org/movie/157433
2796,Mojin: The Lost Legend,62.0,"Action, Adventure, Fantasy",        12/18/2015 (CN)      ,              2h 7m          ,Wuershan,https://www.themoviedb.org/movie/8975
2797,Alien³,63.0,"Science Fiction, Action, Horror",        08/21/1992 (GB)      ,              1h 54m          ,David Fincher,https://www.themoviedb.org/movie/299824
2798,Alien Xmas,66.0,"Animation, Family, Fantasy",        11/20/2020 (IN)      ,              42m          ,Stephen Chiodo,https://www.themoviedb.org/movie/8077
2799,The Scorpion King,56.0,"Action, Adventure, Fantasy",        07/19/2002 (IN)      ,              1h 32m          ,Chuck Russell,https://www.themoviedb.org/movie/656561
2800,Swingers Sex Party,63.0,Drama,        01/01/2007 (US)      ,              1h 29m          ,J.W. McHausen,https://www.themoviedb.org/movie/9334
2801,The Miracle of Marcelino,71.0,"Drama, Comedy",        02/24/1955 (ES)      ,              1h 31m          ,Ladislao Vajda,https://www.themoviedb.org/movie/619105
2802,Alanis,61.0,Drama,        09/09/2017 (CA)      ,              1h 22m          ,Anahí Berneri,https://www.themoviedb.org/movie/62395
2803,Cry-Baby,66.0,"Comedy, Music, Romance",        04/05/1990 (US)      ,              1h 25m          ,John Waters,https://www.themoviedb.org/movie/472035
2804,Nerve,71.0,"Mystery, Adventure, Crime",        11/25/2016 (IN)      ,              1h 36m          ,Henry Joost,https://www.themoviedb.org/movie/9768
2805,The Simpsons 20th Anniversary Special - In 3D! On Ice!,67.0,Documentary,        01/10/2010 (US)      ,              42m          ,Morgan Spurlock,https://www.themoviedb.org/movie/328387
2806,Shark Beach With Chris Hemsworth,64.0,Documentary,        07/09/2021 (US)      ,              44m          ,Sally Aitken,https://www.themoviedb.org/movie/375848
2807,Pirates of the Caribbean: Tales of the Code – Wedlocked,70,"Adventure, Action, Fantasy",        10/18/2011 (US)      ,              10m          ,James Ward Byrkit,https://www.themoviedb.org/movie/836691
2808,The Most Beautiful Boy in the World,75.0,Documentary,        10/15/2021 (SE)      ,              1h 33m          ,Kristian Petri,https://www.themoviedb.org/movie/230652
2809,Jumanji: Level One,62.0,"Adventure, Action",        01/20/2021 (US)      ,              23m          ,Lance Kawas,https://www.themoviedb.org/movie/730028
2810,Austin Powers: International Man of Mystery,65.0,"Science Fiction, Comedy, Crime",        05/02/1997 (US)      ,              1h 34m          ,Jay Roach,https://www.themoviedb.org/movie/766208
2811,CRYING FREE SEX,72.0,,        09/08/2018 (JP)      ,              15m          ,Tomohiko Iwasaki,https://www.themoviedb.org/movie/816
2812,The Jurassic Games,46.0,"Science Fiction, Action, Horror",        05/21/2018 (US)      ,              1h 26m          ,Ryan Bellgardt,https://www.themoviedb.org/movie/532142
2813,Black Hawk Down,74.0,"Action, History, War",        03/29/2002 (IN)      ,              2h 25m          ,Ridley Scott,https://www.themoviedb.org/movie/504982
2814,Neon Genesis Evangelion: The End of Evangelion,84.0,"Drama, Science Fiction, Animation, Action",        07/19/1997 (JP)      ,              1h 27m          ,Kazuya Tsurumaki,https://www.themoviedb.org/movie/855
2815,The King,72.0,"Drama, History, War",        10/11/2019 (IE)      ,              2h 20m          ,David Michôd,https://www.themoviedb.org/movie/18491
2816,Silent Hill: Revelation 3D,54.0,"Thriller, Horror, Mystery",        10/26/2012 (US)      ,              1h 34m          ,M.J. Bassett,https://www.themoviedb.org/movie/504949
2817,Sex Is Zero,60,"Comedy, Drama",        12/13/2002 (KR)      ,              1h 36m          ,JK Youn,https://www.themoviedb.org/movie/61012
2818,After We Leave,55.0,"Science Fiction, Drama",        02/25/2020 (US)      ,              1h 22m          ,Aleem Hossain,https://www.themoviedb.org/movie/16318
2819,The Mechanic,64.0,"Action, Thriller, Crime",        01/28/2011 (US)      ,              1h 33m          ,Simon West,https://www.themoviedb.org/movie/599399
